player_id_cat,deposit_approved_sum,withdrawal_approved_sum,turnover_cash_sum,winning_cash_sum,result_cash_sum,NGR_sum,bonus_cash_sum,session_sum,gender_female,gender_male,no_churn
2164,2926,0,7482,4556,-2926,2596,0,2425,0,1,1
2166,658,0,2638,1980,-658,658,0,5528,0,1,1
2169,30,0,160,130,-30,29,0,4422,0,1,1
2170,45,0,226,207,-19,-1,0,2107,1,0,1
2171,59,0,162,103,-59,59,0,3819,1,0,1
2172,0,0,0,0,0,0,0,1918,1,0,1
2173,60,0,117,57,-60,52,0,2542,1,0,0
2174,0,0,0,0,0,0,0,1130,0,1,1
2175,7066,0,31883,23641,-8242,7065,0,17795,0,1,1
2176,59,0,81,21,-60,60,0,2378,0,1,0
2177,60,0,197,135,-62,61,0,2710,0,1,0
2178,58,0,107,49,-58,58,0,2948,1,0,1
2179,75,0,134,59,-75,74,0,2463,0,1,1
2182,594,0,811,218,-593,594,0,3134,1,0,1
2186,45,0,54,7,-47,46,0,2341,1,0,0
2189,0,0,0,0,0,0,0,3737,0,1,1
2191,292,0,732,440,-292,292,0,4309,0,1,0
2194,0,0,0,0,0,0,0,1907,0,1,1
2195,0,0,48,27,-21,20,0,3655,1,0,1
2196,0,1449,2148,2082,-66,-1124,0,7658,0,1,1
2197,150,0,472,322,-150,149,0,7858,0,1,1
2198,149,0,185,39,-146,146,15,2871,0,1,1
2199,136,0,277,141,-136,136,40,3644,0,1,1
2200,1050,0,3651,2457,-1194,1194,0,11738,0,1,1
2205,0,0,0,0,0,0,0,1840,0,1,1
2206,179,0,229,51,-178,178,0,2305,0,1,0
2207,60,0,192,133,-59,58,0,2982,1,0,1
2208,29,0,47,22,-25,25,0,2270,0,1,1
2209,0,0,0,0,0,0,3,318,0,1,1
2211,60,0,84,23,-61,60,0,590,1,0,1
2212,296,0,596,300,-296,296,0,2829,1,0,1
2213,59,0,183,124,-59,59,0,3055,0,1,1
2214,30,0,36,6,-30,30,0,3668,1,0,1
2217,90,548,299,756,457,-470,28,2898,0,1,1
2220,59,0,217,159,-58,59,0,2990,0,1,1
2224,60,0,266,206,-60,60,0,4821,0,1,0
2225,90,151,563,623,60,-60,29,2329,1,0,1
2227,58,0,58,3,-55,53,0,2333,1,0,1
2228,60,0,143,84,-59,60,0,5445,0,1,0
2229,602,0,3071,1985,-1086,1086,0,16160,1,0,1
2230,61,0,202,140,-62,44,0,4106,0,1,1
2236,0,0,151,97,-54,54,0,3813,0,1,1
2238,153,0,694,541,-153,153,0,7304,0,1,1
2239,29,0,72,43,-29,26,0,3123,0,1,1
2240,0,0,0,0,0,0,0,954,0,1,1
2242,0,0,0,0,0,0,0,291,1,0,1
2243,237,0,671,434,-237,178,0,2637,1,0,1
2244,117,0,382,265,-117,117,0,8710,0,1,0
2245,30,0,81,51,-30,24,0,4294,0,1,1
2247,0,1170,3599,4218,619,-619,0,13142,0,1,1
2248,117,0,933,817,-116,116,31,7336,0,1,1
2251,60,90,82,112,30,-33,0,2667,0,1,0
2252,150,0,42,44,2,-2,0,2293,0,1,1
2253,179,0,473,294,-179,179,2,5874,1,0,1
2254,87,0,350,234,-116,87,0,1922,0,1,1
2255,0,0,0,0,0,0,0,1890,0,1,0
2256,208,91,234,117,-117,117,0,3135,1,0,1
2258,60,0,101,42,-59,60,0,2267,1,0,1
2262,31,0,348,195,-153,153,19,4220,0,1,1
2263,150,0,413,263,-150,150,0,8307,0,1,1
2265,59,0,244,183,-61,46,0,4939,1,0,1
2266,148,0,1317,1168,-149,149,0,10894,0,1,1
2267,90,0,287,196,-91,86,0,3033,0,1,1
2272,0,0,0,0,0,0,0,1953,0,1,0
2274,0,0,0,0,0,0,0,2044,1,0,1
2277,58,0,159,101,-58,57,0,3217,0,1,1
2278,0,0,0,0,0,0,0,2127,1,0,0
2279,0,0,0,0,0,0,0,1140,1,0,1
2280,73,0,151,62,-89,72,0,3699,0,1,1
2281,60,613,14353,14665,312,-312,0,18137,1,0,1
2282,149,0,564,416,-148,117,0,3125,0,1,1
2284,60,0,63,4,-59,60,0,2213,1,0,0
2285,0,0,8,16,8,-9,0,354,0,1,0
2286,792,587,3246,3041,-205,203,0,20644,0,1,0
2287,116,0,547,482,-65,45,22,5836,1,0,1
2288,88,0,440,352,-88,88,44,5488,0,1,1
2289,135,0,1463,1320,-143,143,0,7932,0,1,1
2292,59,0,71,13,-58,58,0,2224,0,1,1
2293,0,0,0,0,0,0,0,2053,0,1,0
2298,1173,0,3728,2553,-1175,1174,0,6137,1,0,1
2299,331,301,475,445,-30,30,0,5530,1,0,1
2300,45,0,63,18,-45,45,0,2560,0,1,1
2302,0,0,0,0,0,0,16,41,1,0,0
2303,391,120,4341,3957,-384,384,0,47447,1,0,1
2304,176,0,458,283,-175,176,0,3567,1,0,1
2305,30,296,3679,3945,266,-301,0,10727,1,0,0
2307,59,0,198,140,-58,58,0,9288,1,0,1
2308,441,294,1294,1148,-146,147,0,17322,0,1,1
2309,177,0,358,183,-175,175,0,3938,0,1,0
2311,30,0,149,119,-30,30,42,4033,0,1,1
2315,5848,0,54223,47933,-6290,6290,0,15863,0,1,1
2317,30,0,135,106,-29,28,0,2303,0,1,1
2318,75,0,342,264,-78,77,30,9678,1,0,1
2319,118,0,273,155,-118,117,0,2366,1,0,1
2320,162,118,412,384,-28,6,47,16287,0,1,1
2321,110,0,1695,1434,-261,110,0,3539,0,1,1
2324,0,0,38,7,-31,31,0,4045,0,1,1
2326,210,0,954,744,-210,210,0,2299,0,1,1
2328,0,0,0,0,0,0,35,1896,0,1,1
2329,0,0,0,0,0,0,0,1863,1,0,0
2331,30,0,153,123,-30,30,0,3338,0,1,1
2334,90,0,183,92,-91,91,0,2282,0,1,1
2335,120,0,456,336,-120,120,0,3537,0,1,1
2336,0,0,83,21,-62,62,0,2490,1,0,1
2337,88,0,227,139,-88,87,0,2924,1,0,1
2338,88,0,561,473,-88,38,0,968,0,1,1
2340,59,0,72,13,-59,59,0,2394,0,1,1
2341,178,0,213,35,-178,178,0,4981,0,1,1
2343,88,0,93,6,-87,87,26,2268,0,1,1
2344,175,0,233,61,-172,172,0,2260,1,0,1
2345,451,181,1684,1456,-228,228,0,14517,1,0,1
2347,0,0,0,0,0,0,0,1850,0,1,1
2349,0,0,0,0,0,0,0,60,0,1,0
2350,0,0,0,0,0,0,0,1984,0,1,0
2351,29,0,506,472,-34,29,0,9452,0,1,1
2352,165,0,408,246,-162,162,0,3432,0,1,0
2356,74,0,282,208,-74,74,33,2349,0,1,1
2358,29,0,38,9,-29,29,25,2119,0,1,0
2360,89,0,235,147,-88,89,0,3114,0,1,1
2363,0,0,0,0,0,0,0,56,0,1,1
2366,0,0,0,0,0,0,0,1885,1,0,0
2367,146,146,0,0,0,0,36,3503,1,0,0
2368,89,0,181,79,-102,88,0,1132,1,0,1
2369,45,360,91,406,315,-315,0,2732,0,1,1
2371,44,0,63,16,-47,44,3,4805,0,1,1
2372,58,0,71,13,-58,58,0,2859,0,1,1
2373,0,0,155,36,-119,119,0,550,0,1,1
2375,5927,4149,40550,38772,-1778,1778,0,14986,0,1,1
2376,0,0,0,0,0,0,2,1988,0,1,0
2379,58,0,115,57,-58,58,0,2712,0,1,1
2380,103,0,138,35,-103,103,37,1322,0,1,1
2381,0,0,0,0,0,0,5,1834,0,1,1
2382,59,0,201,142,-59,59,0,2766,1,0,1
2384,0,0,0,0,0,0,21,1887,0,1,1
2386,117,0,131,14,-117,117,0,2232,0,1,1
2388,60,0,136,76,-60,60,0,2310,0,1,0
2389,90,0,202,112,-90,90,0,2373,1,0,1
2390,59,0,94,35,-59,59,0,2454,0,1,0
2391,60,0,97,37,-60,60,0,4219,1,0,0
2392,59,0,80,21,-59,54,0,2380,1,0,1
2393,0,0,0,0,0,0,0,2000,1,0,1
2394,31,0,255,224,-31,31,0,4803,1,0,1
2397,225,0,405,182,-223,223,0,4246,0,1,1
2398,0,0,0,0,0,0,0,2007,1,0,0
2399,798,0,1559,762,-797,798,0,4948,1,0,1
2400,45,0,137,92,-45,45,0,837,0,1,1
2401,0,0,0,0,0,0,0,1822,0,1,1
2402,0,0,9,0,-9,9,0,3752,0,1,1
2403,0,0,0,0,0,0,0,1819,0,1,1
2405,146,0,281,134,-147,146,0,2627,0,1,1
2407,895,0,13313,11492,-1821,1821,0,11695,0,1,1
2408,2110,0,24814,22410,-2404,2164,0,18432,0,1,1
2410,0,0,0,0,0,0,0,1899,1,0,0
2416,0,0,0,0,0,0,0,2416,0,1,0
2418,60,0,85,25,-60,60,0,3190,1,0,1
2421,0,0,5,1,-4,3,40,2385,0,1,0
2423,60,150,145,237,92,-95,0,3832,1,0,0
2425,120,0,487,367,-120,120,0,2300,1,0,1
2427,0,0,0,0,0,0,0,1864,1,0,1
2428,236,0,400,164,-236,236,0,2616,0,1,1
2430,0,0,4,0,-4,4,0,2067,0,1,0
2435,121,0,364,244,-120,121,0,3548,0,1,1
2436,235,206,1736,1707,-29,29,45,1196,1,0,1
2439,149,0,564,415,-149,149,0,6014,0,1,1
2440,269,0,3502,2934,-568,568,0,13387,0,1,1
2443,73,0,144,70,-74,73,0,4848,0,1,0
2444,0,0,0,0,0,0,0,28,1,0,1
2445,0,0,0,0,0,0,0,17,1,0,0
2448,150,0,500,352,-148,149,0,2679,0,1,1
2449,206,0,766,560,-206,206,0,6774,0,1,1
2450,58,0,215,156,-59,59,0,4316,0,1,0
2451,30,0,30,4,-26,24,0,2219,1,0,1
2452,60,0,95,36,-59,59,0,2283,1,0,1
2453,60,0,310,251,-59,59,0,13733,0,1,1
2455,60,0,123,64,-59,59,0,3038,0,1,1
2456,59,0,128,70,-58,58,0,3624,0,1,0
2457,0,0,6,0,-6,6,0,1971,0,1,0
2459,0,0,0,0,0,0,0,1927,1,0,1
2460,531,0,1955,1425,-530,531,0,5246,0,1,0
2461,30,0,66,36,-30,22,0,766,0,1,1
2464,116,0,370,254,-116,116,0,3306,1,0,1
2465,59,0,91,32,-59,59,0,2810,1,0,1
2466,90,0,139,48,-91,91,0,2509,0,1,1
2467,117,0,601,484,-117,64,0,4444,1,0,1
2468,91,0,345,208,-137,137,3,2793,1,0,1
2469,0,0,0,0,0,0,6,2938,0,1,1
2471,59,0,71,9,-62,59,0,767,1,0,1
2473,30,0,109,79,-30,30,0,2231,0,1,0
2474,0,793,0,0,0,0,0,0,0,1,0
2475,146,0,288,145,-143,143,0,3049,0,1,1
2478,45,0,216,171,-45,44,0,3901,0,1,1
2482,90,0,124,35,-89,90,0,2231,1,0,1
2484,0,0,0,0,0,0,0,177,0,1,1
2485,30,0,73,43,-30,30,0,3745,0,1,1
2486,247,0,712,465,-247,247,10,9751,1,0,1
2488,437,0,1865,1428,-437,437,27,5410,0,1,1
2489,59,0,153,94,-59,59,0,2984,1,0,1
2490,59,0,222,163,-59,39,0,2854,0,1,1
2491,59,0,150,91,-59,56,0,4197,0,1,1
2492,90,0,193,97,-96,95,0,2432,1,0,0
2493,74,0,122,47,-75,75,0,2327,1,0,1
2495,60,0,121,61,-60,60,0,2445,1,0,1
2496,59,0,220,162,-58,59,0,3016,0,1,1
2497,825,0,2077,1253,-824,690,6,11023,0,1,1
2499,0,0,0,0,0,0,0,2130,0,1,1
2501,576,0,9718,9142,-576,576,0,9900,0,1,1
2502,294,0,642,333,-309,293,0,3100,0,1,1
2504,0,0,19,7,-12,12,0,2208,0,1,1
2505,44,0,62,18,-44,44,0,2043,0,1,1
2508,30,0,44,14,-30,30,0,2356,0,1,1
2510,0,0,13,1,-12,12,0,1995,0,1,1
2511,89,0,148,60,-88,88,0,2124,0,1,0
2512,273,0,548,275,-273,235,0,6619,0,1,1
2514,29,0,44,19,-25,24,0,4172,1,0,1
2515,2980,1806,31618,27281,-4337,4336,0,61352,0,1,1
2516,0,0,107,77,-30,27,0,2859,0,1,1
2521,392,0,1770,1378,-392,393,0,4238,0,1,1
2522,0,0,49,32,-17,18,0,3414,1,0,1
2523,1500,0,5852,4352,-1500,1500,0,18999,0,1,1
2525,60,450,569,958,389,-390,0,4373,1,0,0
2527,990,3603,12411,15176,2765,-2766,0,23947,0,1,0
2532,0,0,0,0,0,0,37,1946,1,0,1
2533,603,0,4508,3905,-603,603,7,18273,0,1,1
2535,44,0,154,110,-44,44,0,2565,0,1,0
2538,0,0,0,0,0,0,0,3074,1,0,0
2540,240,0,351,113,-238,238,0,2804,0,1,0
2541,330,0,1698,1369,-329,330,33,7645,1,0,1
2542,0,1689,1787,2879,1092,-1092,6,17039,0,1,1
2543,30,0,69,39,-30,30,29,2611,0,1,1
2545,0,0,0,0,0,0,3,1879,0,1,1
2549,30,0,251,221,-30,30,0,2746,0,1,1
2552,1212,0,5674,4464,-1210,1210,0,5493,0,1,1
2554,180,0,1725,1545,-180,178,0,4659,0,1,0
2555,0,0,0,0,0,0,16,1890,1,0,1
2556,30,0,153,124,-29,30,5,4525,0,1,1
2557,59,0,705,647,-58,58,0,4620,0,1,1
2558,0,0,0,0,0,0,0,1783,0,1,1
2559,59,0,76,17,-59,58,0,4096,0,1,1
2560,0,0,0,0,0,0,50,1850,0,1,1
2561,58,0,73,15,-58,58,0,3156,0,1,1
2562,90,0,125,35,-90,90,0,2516,0,1,1
2563,59,208,100,249,149,-148,0,942,0,1,1
2565,0,0,1,0,-1,1,0,1922,1,0,1
2566,317,0,580,263,-317,317,0,6270,1,0,1
2568,1206,0,11352,9483,-1869,1869,0,18103,1,0,1
2571,297,0,309,12,-297,297,14,2493,0,1,0
2572,241,0,345,104,-241,241,0,649,0,1,1
2573,975,590,7449,6986,-463,426,0,31293,1,0,1
2574,0,0,0,0,0,0,0,1882,0,1,0
2576,119,0,388,269,-119,119,0,4050,0,1,0
2577,45,0,1581,1536,-45,45,0,7528,0,1,1
2578,30,0,39,9,-30,30,14,2221,0,1,1
2579,60,0,137,76,-61,60,0,2615,0,1,1
2580,59,0,92,33,-59,59,0,2349,0,1,0
2582,0,0,0,0,0,0,39,283,0,1,1
2583,0,0,19,0,-19,17,0,1957,1,0,1
2584,0,0,0,0,0,0,40,1882,1,0,0
2588,0,0,268,77,-191,191,40,2391,0,1,1
2589,31,0,36,6,-30,30,0,2443,0,1,1
2590,59,0,266,207,-59,59,0,4660,0,1,0
2591,181,122,953,894,-59,59,0,3498,0,1,1
2598,58,117,58,116,58,-58,0,953,0,1,1
2600,300,0,758,458,-300,300,0,8013,0,1,1
2601,0,0,5,2,-3,0,0,2129,0,1,1
2603,91,0,199,108,-91,91,27,5352,1,0,1
2605,88,0,456,368,-88,85,0,3535,0,1,1
2606,60,0,132,72,-60,60,0,2406,0,1,1
2609,603,0,1929,1326,-603,603,0,3937,0,1,1
2612,135,0,295,158,-137,137,0,7553,0,1,1
2613,118,0,179,62,-117,117,0,1857,0,1,1
2616,176,0,461,285,-176,175,0,2884,1,0,1
2617,0,0,0,0,0,0,0,241,0,1,1
2618,348,0,1021,676,-345,345,0,3633,0,1,0
2623,0,0,0,0,0,0,0,27,0,1,1
2625,277,0,569,295,-274,273,10,798,0,1,1
2626,0,0,0,0,0,0,0,1903,0,1,1
2629,90,131,196,237,41,-41,0,3881,0,1,0
2630,29,0,67,37,-30,29,0,2648,0,1,1
2631,45,0,242,197,-45,45,0,2747,0,1,0
2633,0,0,0,0,0,0,8,2136,1,0,0
2634,45,0,57,19,-38,38,0,2274,1,0,1
2635,0,0,18,3,-15,15,0,2123,0,1,1
2636,60,0,161,101,-60,60,0,3336,1,0,1
2637,0,0,0,0,0,0,0,1867,0,1,1
2638,0,0,2,2,0,0,0,241,1,0,1
2642,0,0,0,0,0,0,0,1864,1,0,0
2643,90,0,182,91,-91,91,0,2869,0,1,0
2644,59,0,104,45,-59,59,0,2826,0,1,0
2645,0,0,0,0,0,0,26,1971,1,0,1
2646,0,0,0,0,0,0,0,1942,0,1,0
2648,0,0,12,0,-12,12,0,1888,1,0,1
2650,0,0,30,5,-25,25,33,3004,1,0,1
2651,44,0,93,51,-42,42,0,7702,1,0,0
2654,0,0,539,500,-39,39,0,7580,1,0,1
2655,74,0,115,42,-73,73,0,206,0,1,0
2658,178,0,549,363,-186,172,0,7719,0,1,1
2662,30,0,35,5,-30,24,0,2951,1,0,1
2663,0,0,0,0,0,0,33,1926,0,1,0
2664,147,0,234,87,-147,147,0,2265,0,1,0
2666,30,0,48,18,-30,30,1,3318,0,1,1
2667,59,0,175,117,-58,58,0,5139,0,1,1
2670,0,0,0,0,0,0,0,1940,0,1,1
2672,31,0,49,18,-31,31,0,1612,0,1,1
2674,209,0,683,475,-208,208,0,3660,1,0,1
2675,59,0,85,19,-66,58,29,2862,0,1,1
2676,150,0,235,84,-151,150,0,2864,0,1,0
2678,0,0,0,0,0,0,0,1440,0,1,1
2679,29,0,48,5,-43,29,0,2855,0,1,1
2684,30,0,35,5,-30,30,0,416,0,1,1
2685,59,0,85,25,-60,59,0,2086,0,1,1
2687,0,0,0,0,0,0,0,1941,0,1,0
2691,527,0,1490,965,-525,525,0,10555,1,0,1
2692,0,0,23,3,-20,20,0,3966,1,0,1
2693,89,0,144,55,-89,89,0,2206,0,1,1
2694,0,0,0,0,0,0,0,1869,0,1,1
2696,44,0,108,64,-44,44,12,2719,0,1,1
2697,45,0,118,73,-45,45,15,2674,0,1,1
2699,474,0,1859,1387,-472,472,0,10063,0,1,1
2702,0,0,0,0,0,0,0,2965,0,1,1
2703,149,0,463,307,-156,149,25,6491,0,1,1
2704,150,692,899,1441,542,-542,0,3942,0,1,0
2706,30,0,31,1,-30,30,0,460,0,1,1
2707,30,0,36,6,-30,30,0,4007,0,1,0
2708,3000,6007,8595,11602,3007,-3007,0,7716,0,1,1
2709,0,0,0,0,0,0,42,1811,0,1,1
2710,0,0,0,0,0,0,0,1811,0,1,1
2712,0,0,104,66,-38,37,0,406,0,1,1
2714,30,0,43,13,-30,26,31,2214,0,1,0
2716,29,0,44,14,-30,30,0,2196,1,0,1
2717,0,0,0,0,0,0,41,1089,0,1,1
2720,30,0,46,16,-30,29,0,4428,0,1,1
2721,30,0,46,16,-30,30,10,2244,0,1,1
2722,538,0,997,460,-537,538,0,2600,0,1,1
2723,29,0,52,26,-26,25,0,2510,0,1,1
2725,39,0,59,20,-39,39,0,2279,1,0,1
2726,0,0,17,1,-16,16,0,6542,0,1,1
2728,118,0,326,202,-124,124,37,2396,1,0,0
2729,90,0,221,131,-90,85,46,3105,1,0,0
2730,89,0,196,108,-88,89,0,3129,1,0,0
2731,0,0,0,0,0,0,0,93,0,1,1
2734,0,0,0,0,0,0,0,2339,0,1,0
2735,181,0,286,107,-179,179,0,2631,0,1,1
2738,58,0,69,10,-59,58,0,2476,0,1,1
2740,147,883,3038,3773,735,-799,0,9599,0,1,0
2742,0,0,0,0,0,0,0,1831,0,1,1
2743,58,0,457,398,-59,59,0,5382,0,1,1
2744,39,0,67,28,-39,37,0,4796,1,0,1
2745,30,0,447,417,-30,30,0,5132,0,1,1
2747,0,0,0,0,0,0,0,1882,0,1,1
2751,2933,0,8343,5415,-2928,2928,0,6426,0,1,1
2752,60,0,116,56,-60,60,0,2874,1,0,1
2754,151,0,249,98,-151,150,41,3112,0,1,1
2756,226,0,1516,1293,-223,155,0,9714,0,1,1
2757,1496,0,3701,9804,6103,-6103,0,2822,0,1,1
2758,90,0,104,14,-90,90,0,2439,0,1,1
2759,0,0,0,0,0,0,0,1,0,1,1
2760,971,0,2526,1555,-971,971,0,5564,0,1,1
2761,301,905,1579,2183,604,-603,0,4771,0,1,0
2762,30,0,97,66,-31,30,0,4192,0,1,1
2764,600,0,3081,2481,-600,600,29,7815,0,1,1
2765,315,525,1317,1522,205,-214,0,9591,0,1,1
2766,94,0,265,170,-95,94,0,4674,0,1,1
2767,59,0,130,72,-58,57,0,2540,0,1,1
2768,0,0,0,0,0,0,13,3854,0,1,1
2770,4497,0,30384,25895,-4489,4490,0,8046,0,1,0
2771,58,0,73,15,-58,58,0,2264,0,1,1
2772,30,0,38,8,-30,30,0,2252,0,1,1
2773,30,0,29,0,-29,26,0,2369,1,0,1
2774,61,0,203,200,-3,-5,0,4934,0,1,1
2777,58,0,850,740,-110,108,0,11737,1,0,1
2779,0,0,0,0,0,0,0,1873,0,1,0
2782,88,0,107,19,-88,88,0,2132,0,1,1
2784,59,0,104,45,-59,59,48,1670,0,1,1
2785,59,0,135,77,-58,59,0,3044,0,1,1
2786,237,0,571,346,-225,225,0,4286,0,1,1
2790,59,0,77,18,-59,58,0,2676,1,0,1
2791,147,0,212,64,-148,147,0,2424,0,1,1
2792,0,0,0,0,0,0,0,4391,0,1,1
2793,44,0,58,14,-44,44,5,2346,0,1,1
2794,0,0,38,8,-30,30,0,2355,0,1,1
2795,29,0,35,6,-29,29,0,1947,0,1,1
2797,90,0,634,544,-90,90,0,4720,0,1,0
2799,209,0,748,539,-209,209,0,6586,1,0,1
2802,0,0,0,0,0,0,0,2206,1,0,1
2803,0,0,0,0,0,0,21,1915,0,1,0
2804,120,0,181,61,-120,120,0,2821,1,0,1
2805,203,0,360,153,-207,207,0,1975,0,1,0
2806,87,0,819,732,-87,87,0,3505,0,1,0
2807,785,0,12287,11502,-785,691,0,27990,0,1,1
2809,0,0,394,307,-87,86,24,11469,1,0,1
2810,175,0,349,175,-174,174,0,2536,0,1,1
2811,60,0,461,402,-59,60,0,5026,0,1,0
2814,145,0,981,833,-148,145,0,6432,0,1,1
2816,90,300,1026,1160,134,-134,0,5820,1,0,1
2819,59,0,119,60,-59,59,0,2625,1,0,1
2820,29,0,34,2,-32,32,20,2237,0,1,1
2821,2614,1162,22601,19987,-2614,1452,0,27225,0,1,1
2824,29,0,314,279,-35,23,0,5075,0,1,1
2827,61,60,889,797,-92,121,0,41466,0,1,1
2828,89,0,614,526,-88,88,0,4142,0,1,0
2830,295,0,986,691,-295,294,0,5222,0,1,1
2831,149,0,163,61,-102,102,0,2266,0,1,1
2834,59,0,493,434,-59,59,0,3380,1,0,1
2836,45,0,62,16,-46,45,0,2302,1,0,0
2841,151,0,674,524,-150,150,0,2271,0,1,1
2842,0,0,0,0,0,0,0,24,0,1,0
2844,59,0,213,154,-59,59,0,2860,0,1,1
2846,59,177,856,974,118,-118,0,2235,1,0,1
2849,0,0,0,0,0,0,0,1909,1,0,0
2850,149,451,69,370,301,-301,0,931,1,0,1
2852,0,0,0,0,0,0,12,1849,1,0,1
2853,174,225,488,393,-95,-50,0,6914,0,1,0
2854,60,0,102,42,-60,60,0,2033,1,0,1
2855,29,0,50,21,-29,29,0,2740,1,0,1
2857,0,0,0,0,0,0,20,2097,0,1,1
2859,904,0,3754,2850,-904,903,44,3414,0,1,1
2860,131,0,180,49,-131,131,0,4641,0,1,1
2861,180,90,169,79,-90,90,0,3964,0,1,1
2862,0,0,0,0,0,0,0,659,0,1,1
2863,1191,296,22153,20067,-2086,742,0,40766,1,0,0
2865,0,0,0,0,0,0,0,1872,0,1,0
2866,30,0,78,48,-30,30,32,2568,1,0,0
2869,60,0,208,148,-60,60,0,3013,0,1,0
2870,450,0,1045,593,-452,452,0,3749,0,1,0
2871,143,0,973,831,-142,143,0,7151,1,0,1
2872,60,90,248,278,30,-30,0,4825,0,1,1
2874,119,0,108,48,-60,60,0,530,0,1,0
2875,360,0,1279,950,-329,323,0,9155,0,1,1
2876,615,1815,4500,5701,1201,-1200,0,5022,1,0,1
2877,0,0,12,5,-7,6,0,2155,0,1,1
2879,0,0,0,0,0,0,23,402,0,1,1
2880,45,0,59,14,-45,45,0,1362,0,1,1
2882,0,0,0,0,0,0,38,122,1,0,1
2884,0,0,0,0,0,0,0,1848,0,1,1
2885,60,0,243,184,-59,59,0,3986,1,0,0
2887,1489,0,2899,1410,-1489,1488,0,4976,1,0,1
2888,44,0,57,12,-45,44,0,1576,0,1,1
2890,0,0,0,0,0,0,31,1872,0,1,1
2892,235,0,777,543,-234,227,0,6898,1,0,0
2893,0,0,71,35,-36,32,0,339,1,0,1
2895,0,0,0,0,0,0,26,369,1,0,1
2896,0,0,0,0,0,0,0,2272,0,1,0
2898,29,0,41,12,-29,29,0,2981,0,1,1
2899,29,176,159,306,147,-147,0,4532,1,0,1
2901,30,0,42,14,-28,27,0,2158,1,0,0
2902,30,0,39,9,-30,29,35,2664,0,1,0
2904,0,1807,8569,9169,600,-643,0,61235,1,0,1
2909,0,0,0,0,0,0,0,515,0,1,1
2910,29,0,119,91,-28,28,0,2267,0,1,1
2911,570,0,2839,2270,-569,567,0,12356,0,1,1
2912,377,0,1285,909,-376,376,0,8648,1,0,1
2913,300,0,805,499,-306,298,0,7961,0,1,1
2916,120,0,338,220,-118,118,0,2417,0,1,0
2918,45,0,45,0,-45,45,0,2173,0,1,1
2919,0,0,9,4,-5,5,0,1995,0,1,1
2921,30,0,84,55,-29,29,0,2960,1,0,0
2926,30,60,18,49,31,-31,0,2018,0,1,0
2927,0,0,0,0,0,0,0,4,0,1,0
2931,6544,6976,9215,9647,432,-436,0,20450,0,1,1
2932,136,0,352,217,-135,135,0,1616,0,1,0
2933,30,0,121,91,-30,30,34,2763,1,0,1
2937,74,0,97,23,-74,74,0,629,1,0,1
2938,29,0,40,11,-29,29,0,2223,1,0,0
2942,44,0,232,187,-45,44,0,4188,1,0,1
2943,0,0,0,0,0,0,0,2474,1,0,0
2944,60,0,108,54,-54,54,4,2412,1,0,1
2945,178,2074,2336,1395,-941,-2453,0,40201,0,1,1
2947,119,0,1066,947,-119,119,0,7827,1,0,1
2948,59,0,127,67,-60,56,0,4859,1,0,1
2949,147,0,398,251,-147,148,0,3413,0,1,1
2950,291,0,1177,886,-291,291,0,3485,0,1,1
2951,60,0,180,120,-60,60,0,2118,0,1,0
2952,116,0,245,125,-120,116,0,3803,1,0,1
2954,31,0,48,18,-30,31,0,2389,0,1,1
2955,146,0,433,289,-144,144,0,2746,0,1,1
2956,0,0,0,0,0,0,30,1876,0,1,1
2957,0,0,0,0,0,0,0,1930,0,1,0
2958,89,0,101,11,-90,89,0,2150,0,1,1
2960,179,0,380,204,-176,174,0,3459,0,1,1
2962,293,0,1027,727,-300,289,0,8651,0,1,1
2963,59,0,89,31,-58,58,0,2582,0,1,1
2964,2877,0,8020,5144,-2876,2876,49,9661,0,1,1
2965,715,0,2064,1352,-712,713,34,3386,1,0,1
2966,147,0,171,24,-147,146,46,2566,0,1,1
2969,0,0,0,0,0,-4,0,1030,0,1,1
2970,60,0,151,68,-83,60,0,3091,0,1,1
2972,60,0,156,96,-60,60,0,2198,0,1,1
2973,0,0,0,0,0,0,16,2328,1,0,0
2974,29,0,29,0,-29,29,0,1960,0,1,1
2978,265,0,509,244,-265,265,0,2481,0,1,1
2979,59,0,273,214,-59,58,0,3362,1,0,1
2980,29,0,29,0,-29,29,0,2083,0,1,1
2981,0,0,0,0,0,0,0,1944,0,1,0
2983,150,0,4583,4277,-306,306,0,16529,0,1,1
2985,81,0,843,639,-204,204,0,16485,1,0,1
2986,0,0,204,85,-119,119,0,650,0,1,1
2987,29,0,62,32,-30,29,0,3015,0,1,1
2990,0,0,0,0,0,0,0,1917,0,1,0
2991,294,0,375,82,-293,293,0,2148,0,1,1
2995,0,0,21,30,9,-9,0,2290,0,1,1
2997,30,0,34,3,-31,30,47,2143,1,0,1
2998,0,0,0,0,0,0,0,1914,0,1,1
3000,0,0,0,0,0,0,0,28,0,1,1
3001,59,0,103,46,-57,56,0,2340,0,1,0
3002,299,0,498,199,-299,299,0,2204,0,1,1
3003,301,211,1582,1491,-91,90,0,6066,1,0,0
3004,0,0,0,0,0,0,42,2012,0,1,1
3005,0,0,0,0,0,0,0,1988,1,0,0
3006,0,0,0,0,0,0,0,141,0,1,1
3008,0,0,0,0,0,0,0,49,1,0,1
3011,1325,0,6074,4753,-1321,1321,0,12430,0,1,1
